p,contrib,C,maxterm
45013,52,87,8
45053,63,107,13
45061,61,99,8
45077,78,133,24
45083,101,171,36
45119,127,217,56
45121,68,121,16
45127,55,93,12
45131,66,111,12
45137,51,89,12
45139,76,133,24
45161,69,117,24
45179,88,151,36
45181,63,107,16
45191,93,155,32
45197,95,157,28
45233,87,151,24
45247,90,149,28
45259,92,153,24
45263,98,171,40
45281,53,87,9
45289,62,105,16
45293,51,87,10
45307,66,113,12
45317,92,157,32
45319,89,153,32
45329,62,111,16
45337,68,107,16
45341,82,141,24
45343,92,151,24
45361,50,75,8
45377,37,69,12
45389,86,141,32
45403,50,85,12
45413,86,143,24
45427,77,129,16
45433,53,85,16
45439,107,185,32
45481,44,69,8
45491,86,145,24
45497,56,99,24
45503,115,193,42
45523,64,111,12
45533,64,107,12
45541,46,81,16
45553,49,75,8
45557,62,105,16
45569,115,193,48
45587,79,135,24
45589,83,139,16
45599,142,245,72
45613,41,67,8
45631,83,143,28
45641,50,79,8
45659,75,135,24
45667,63,109,18
45673,82,139,36
45677,64,105,16
45691,62,105,16
45697,48,77,8
45707,83,135,24
45737,119,205,48
45751,87,151,32
45757,69,119,28
45763,62,107,20
45767,59,101,16
45779,109,183,48
45817,58,97,12
45821,56,99,16
45823,90,153,24
45827,98,159,36
45833,54,93,8
45841,57,97,16
45853,64,103,12
45863,154,263,72
45869,89,151,32
45887,87,147,28
45893,46,81,12
45943,52,89,12
45949,62,113,12
45953,92,153,32
45959,90,163,32
45971,63,109,18
45979,103,181,36
45989,117,197,48
46021,49,85,12
46027,73,117,12
46049,75,133,24
46051,87,153,24
46061,59,103,16
46073,62,107,16
46091,73,119,24
46093,57,97,16
46099,77,131,18
46103,85,141,32
46133,84,145,24
46141,52,89,12
46147,76,119,12
46153,72,117,16
46171,75,125,24
46181,63,101,16
46183,71,119,16
46187,72,131,18
46199,194,325,96
46219,66,119,16
46229,94,145,32
46237,63,99,18
46261,43,69,8
46271,89,145,28
46273,75,117,12
46279,92,157,32
46301,61,101,16
46307,71,119,24
46309,70,117,16
46327,65,105,14
46337,66,107,12
46349,97,163,36
46351,65,109,12
46381,41,67,8
46399,99,169,42
46411,49,87,12
46439,141,233,64
46441,45,73,8
46447,57,103,12
46451,91,157,36
46457,80,133,24
46471,69,113,16
46477,55,95,20
46489,49,83,10
46499,117,197,48
46507,96,157,24
46511,136,229,60
46523,62,107,12
46549,97,165,36
46559,114,195,48
46567,49,89,12
46573,92,161,30
46589,56,109,20
46591,107,181,40
46601,70,115,16
46619,150,257,72
46633,54,89,8
46639,111,187,40
46643,100,173,36
46649,68,121,24
46663,71,125,24
46679,91,159,32
46681,69,123,32
46687,77,127,16
46691,55,99,18
46703,98,165,40
46723,72,121,24
46727,117,193,48
46747,83,143,24
46751,70,121,24
46757,72,117,16
46769,49,85,16
46771,72,115,12
46807,55,97,12
46811,87,139,24
46817,76,131,30
46819,48,75,12
46829,90,149,32
46831,56,91,10
46853,81,131,24
46861,55,95,12
46867,51,91,16
46877,56,97,16
46889,81,143,24
46901,62,107,16
46919,141,237,64
46933,77,123,24
46957,62,99,10
46993,62,101,16
46997,73,129,24
47017,47,75,8
47041,40,65,8
47051,60,103,18
47057,102,169,32
47059,100,169,24
47087,95,171,40
47093,68,109,16
47111,88,153,32
47119,113,193,40
47123,163,277,72
47129,59,95,16
47137,83,139,24
47143,68,117,16
47147,54,95,12
47149,86,149,24
47161,51,75,8
47189,119,195,48
47207,86,147,32
47221,58,99,20
47237,51,87,8
47251,51,83,8
47269,55,95,16
47279,87,153,40
47287,76,123,16
47293,68,115,16
47297,75,123,18
47303,100,169,40
47309,89,155,32
47317,74,121,24
47339,82,147,36
47351,72,117,16
47353,66,117,32
47363,49,87,12
47381,79,129,16
47387,66,111,24
47389,65,109,16
47407,71,113,10
47417,72,121,16
47419,75,129,14
47431,100,175,36
47441,63,95,8
47459,116,201,48
47491,65,109,12
47497,74,131,16
47501,114,191,48
47507,73,121,24
47513,59,111,16
47521,46,81,16
47527,69,113,16
47533,62,89,8
47543,81,137,32
47563,91,159,24
47569,74,119,16
47581,56,93,12
47591,78,141,24
47599,139,233,60
47609,91,159,36
47623,70,113,16
47629,72,119,16
47639,84,151,32
47653,56,99,16
47657,76,121,24
47659,60,95,12
47681,62,119,16
47699,128,219,54
47701,88,143,16
47711,110,185,48
47713,54,83,8
47717,83,135,24
47737,62,101,24
47741,51,89,16
47743,61,105,16
47777,44,67,8
47779,65,105,12
47791,77,131,20
47797,50,87,12
47807,106,177,42
47809,52,93,16
47819,69,123,24
47837,107,183,32
47843,78,133,24
47857,66,109,16
47869,73,127,18
47881,46,75,8
47903,77,137,24
47911,80,123,16
47917,72,117,16
47933,64,111,14
47939,112,189,48
47947,56,99,12
47951,123,219,50
47963,76,129,24
47969,113,197,48
47977,55,93,16
47981,54,93,16
48017,55,95,16
48023,119,203,48
48029,68,115,16
48049,66,115,18
48073,67,111,12
48079,78,137,20
48091,67,115,16
48109,77,137,16
48119,79,141,32
48121,55,89,10
48131,100,171,36
48157,75,131,24
48163,73,125,24
48179,116,195,48
48187,54,95,12
48193,67,121,40
48197,70,115,16
48221,106,175,32
48239,126,217,60
48247,71,113,16
48259,74,123,24
48271,68,119,20
48281,58,95,16
48299,147,251,72
48311,117,203,48
48313,76,129,24
48337,50,79,12
48341,64,105,16
48353,57,105,12
48371,79,135,24
48383,154,261,72
48397,68,123,22
48407,78,125,16
48409,76,127,16
48413,45,81,12
48437,117,197,40
48449,117,189,48
48463,79,137,20
48473,61,105,12
48479,117,201,48
48481,48,87,12
48487,106,173,32
48491,78,131,24
48497,84,135,16
48523,54,91,12
48527,83,143,30
48533,65,101,8
48539,80,141,24
48541,80,133,12
48563,96,163,36
48571,55,101,16
48589,78,123,16
48593,96,159,32
48611,75,119,12
48619,117,199,48
48623,62,107,20
48647,62,105,16
48649,79,131,24
48661,55,95,16
48673,65,113,24
48677,83,137,32
48679,69,121,16
48731,71,121,24
48733,80,135,24
48751,69,119,20
48757,65,103,16
48761,106,185,40
48767,91,155,32
48779,90,157,36
48781,64,103,16
48787,74,131,16
48799,90,157,36
48809,59,105,16
48817,65,115,16
48821,78,129,18
48823,94,161,36
48847,83,133,20
48857,66,111,16
48859,79,141,24
48869,102,169,32
48871,65,109,16
48883,82,131,18
48889,48,83,8
48907,53,95,16
48947,75,127,12
48953,62,101,16
48973,44,79,12
48989,85,139,32
48991,67,115,12
49003,75,121,30
49009,89,143,24
49019,116,199,48
49031,86,141,32
49033,54,93,16
49037,74,123,16
49043,90,145,24
49057,68,119,16
49069,64,111,16
49081,59,97,16
49103,143,237,60
49109,62,111,16
49117,69,107,12
49121,55,101,12
49123,68,119,16
49139,185,311,96
49157,68,109,12
49169,81,143,32
49171,65,103,12
49177,62,95,12
49193,64,115,16
49199,138,235,60
49201,61,101,24
49207,70,115,16
49211,66,119,18
49223,88,155,32
49253,50,85,8
49261,70,99,10
49277,81,139,32
49279,140,241,64
49297,67,111,18
49307,69,117,24
49331,61,105,16
49333,89,145,32
49339,62,99,12
49363,77,129,24
49367,117,189,48
49369,56,91,8
49391,131,225,60
49393,57,95,16
49409,104,173,40
49411,55,97,16
49417,66,107,18
49429,58,97,8
49433,89,153,32
49451,71,125,24
49459,63,99,12
49463,89,155,32
49477,58,99,16
49481,70,113,12
49499,157,267,72
49523,63,107,12
49529,94,161,32
49531,82,147,24
49537,68,119,16
49547,54,87,12
49549,80,127,12
49559,137,235,64
49597,65,111,20
49603,65,101,12
49613,52,85,10
49627,68,113,12
49633,70,117,16
49639,90,151,32
49663,90,155,32
49667,49,79,12
49669,48,79,8
49681,41,65,8
49697,82,143,24
49711,71,123,20
49727,130,213,56
49739,64,119,24
49741,82,135,32
49747,79,127,16
49757,59,101,12
49783,90,147,24
49787,72,125,24
49789,63,109,16
49801,68,103,8
49807,72,123,20
49811,75,131,24
49823,91,161,36
49831,64,107,18
49843,73,117,12
49853,66,125,16
49871,90,153,20
49877,98,161,24
49891,67,109,20
49919,152,253,72
49921,59,91,12
49927,80,133,16
49937,101,165,32
49939,84,145,24
49943,59,109,16
49957,65,109,24
49991,60,103,16
49993,58,105,24
49999,87,147,30
50021,83,143,24
50023,88,157,24
50033,61,101,16
50047,111,195,32
50051,67,113,24
50053,66,111,16
50069,62,109,16
50077,74,119,16
50087,56,97,16
50093,106,179,36
50101,79,127,16
50111,139,233,56
50119,86,147,32
50123,54,95,12
50129,79,131,24
50131,55,89,12
50147,98,173,36
50153,65,111,16
50159,168,279,80
50177,53,93,12
50207,81,135,24
50221,33,55,8
50227,73,115,16
50231,144,243,64
50261,47,77,8
50263,76,123,16
50273,115,187,48
50287,77,129,20
50291,90,155,36
50311,62,111,16
50321,63,115,12
50329,69,115,16
50333,72,121,18
50341,62,101,16
50359,65,109,16
50363,70,123,18
50377,46,83,12
50383,78,135,20
50387,122,203,48
50411,54,87,12
50417,57,95,12
50423,78,143,32
50441,51,93,16
50459,98,167,36
50461,67,115,20
50497,64,113,12
50503,91,159,32
50513,40,69,8
50527,51,83,12
50539,98,175,36
50543,142,237,60
50549,74,123,24
50551,76,125,16
50581,41,73,8
50587,76,127,24
50591,111,185,48
50593,52,83,8
50599,120,197,48
50627,53,91,12
50647,67,111,16
50651,115,197,48
50671,68,115,16
50683,64,111,16
50707,59,101,12
50723,55,99,18
50741,56,99,12
50753,63,109,16
50767,73,119,20
50773,78,127,12
50777,113,193,48
50789,67,109,16
50821,50,77,6
50833,53,87,8
50839,90,161,32
50849,93,163,36
50857,47,75,8
50867,88,157,30
50873,74,133,16
50891,64,105,16
50893,77,133,32
50909,61,109,16
50923,66,115,24
50929,68,115,16
50951,93,161,32
50957,100,171,30
50969,60,99,16
50971,66,105,12
50989,61,99,8
50993,67,121,16
51001,53,85,8
51031,59,99,8
51043,65,113,16
51047,77,139,24
51059,117,189,48
51061,54,91,12
51071,134,231,64
51109,66,111,16
51131,58,97,12
51133,74,121,16
51137,53,89,16
51151,80,137,20
51157,50,77,8
51169,90,151,32
51193,64,107,16
51197,107,179,32
51199,105,181,36
51203,82,151,24
51217,54,91,16
51229,67,103,16
51239,133,231,64
51241,60,99,16
51257,66,109,12
51263,114,183,42
51283,49,85,16
51287,65,113,16
51307,51,87,12
51329,101,165,32
51341,65,109,16
51343,71,121,24
51347,87,143,24
51349,81,141,24
51361,49,77,12
51383,59,103,16
51407,166,279,80
51413,106,171,32
51419,67,119,24
51421,61,103,8
51427,84,143,24
51431,66,111,16
51437,47,75,10
51439,79,131,20
51449,113,195,48
51461,58,105,16
51473,70,121,16
51479,195,319,96
51481,29,47,6
51487,66,111,12
51503,104,179,40
51511,73,129,16
51517,60,101,28
51521,61,103,16
51539,72,129,24
51551,103,169,36
51563,63,109,12
51577,77,127,16
51581,64,111,16
51593,58,99,14
51599,135,229,60
51607,61,101,10
51613,80,133,24
51631,67,115,20
51637,70,109,8
51647,80,143,28
51659,145,249,72
51673,74,131,24
51679,125,221,48
51683,79,125,24
51691,53,81,8
51713,86,143,36
51719,78,137,32
51721,54,91,12
51749,118,193,48
51767,70,121,24
51769,52,85,16
51787,69,117,18
51797,74,129,24
51803,63,105,18
51817,72,113,8
51827,79,135,24
51829,80,137,16
51839,168,281,80
51853,52,91,8
51859,68,107,12
51869,142,239,64
51871,47,81,12
51893,85,149,24
51899,101,177,36
51907,72,129,16
51913,56,87,8
51929,85,143,24
51941,71,119,16
51949,68,111,12
51971,95,157,24
51973,85,159,48
51977,58,99,12
51991,78,129,16
52009,49,83,16
52021,59,99,12
52027,52,95,16
52051,99,165,36
52057,58,97,16
52067,55,89,12
52069,90,139,16
52081,45,71,10
52103,106,171,32
52121,94,155,32
52127,93,163,36
52147,60,101,12
52153,70,125,24
52163,126,209,60
52177,48,81,8
52181,90,149,24
52183,83,143,24
52189,78,137,16
52201,59,89,8
52223,105,175,44
52237,65,107,10
52249,89,143,32
52253,65,113,12
52259,107,191,48
52267,77,131,16
52289,103,181,48
52291,50,83,12
52301,64,109,16
52313,68,113,12
52321,74,123,12
52361,58,103,12
52363,72,119,24
52369,59,105,18
52379,111,191,48
52387,74,123,12
52391,90,155,32
52433,80,127,16
52453,66,111,16
52457,75,127,16
52489,52,89,16
52501,45,75,16
52511,83,145,24
52517,56,101,16
52529,80,143,32
52541,93,153,32
52543,62,111,16
52553,61,107,16
52561,46,67,8
52567,74,127,20
52571,74,125,24
52579,69,121,24
52583,86,149,32
52609,60,105,16
52627,64,107,12
52631,123,217,48
52639,112,189,48
52667,151,257,72
52673,57,101,18
52691,53,87,12
52697,68,113,18
52709,81,137,32
52711,57,97,16
52721,80,139,24
52727,95,157,32
52733,99,167,32
52747,66,107,9
52757,62,109,16
52769,57,99,16
52783,65,119,32
52807,89,147,32
52813,59,93,16
52817,61,99,12
52837,54,91,16
52859,78,129,24
52861,62,103,16
52879,71,121,20
52883,100,171,36
52889,87,153,32
52901,50,87,12
52903,74,121,16
52919,205,351,96
52937,82,135,24
52951,63,107,8
52957,63,103,12
52963,68,117,24
52967,66,117,16
52973,93,163,24
52981,67,113,18
52999,98,163,32
53003,73,123,24
53017,60,107,12
53047,70,115,16
53051,75,129,16
53069,88,149,32
53077,58,87,8
53087,111,185,48
53089,56,93,12
53093,64,111,16
53101,53,91,8
53113,59,89,8
53117,74,133,24
53129,146,253,64
53147,74,119,24
53149,75,121,12
53161,69,111,16
53171,90,159,36
53173,57,103,12
53189,95,163,32
53197,82,135,28
53201,41,69,8
53231,80,139,20
53233,83,147,36
53239,85,151,32
53267,81,135,24
53269,69,121,16
53279,160,267,72
53281,44,71,12
53299,92,161,36
53309,76,133,21
53323,73,125,24
53327,103,171,40
53353,56,95,16
53359,107,195,40
53377,62,103,12
53381,91,145,32
53401,53,85,8
53407,67,111,12
53411,46,81,12
53419,56,99,15
53437,87,139,16
53441,52,91,12
53453,70,117,16
53479,94,157,32
53503,116,201,36
53507,115,187,48
53527,69,113,8
53549,146,245,72
53551,47,77,10
53569,58,103,16
53591,138,235,64
53593,47,77,16
53597,80,135,18
53609,65,109,16
53611,81,139,24
53617,79,133,16
53623,63,117,32
53629,72,121,16
53633,65,117,16
53639,106,179,48
53653,70,119,24
53657,76,131,24
53681,57,91,16
53693,77,125,24
53699,108,177,36
53717,65,115,16
53719,99,167,32
53731,78,129,24
53759,168,277,80
53773,83,135,18
53777,56,89,8
53783,107,183,40
53791,85,143,18
53813,58,99,12
53819,157,263,72
53831,75,129,16
53849,74,129,24
53857,56,93,10
53861,75,125,20
53881,51,77,8
53887,79,131,16
53891,66,115,24
53897,72,125,27
53899,125,213,54
53917,68,107,12
53923,90,149,24
53927,117,193,48
53939,124,203,48
53951,86,155,28
53959,87,143,32
53987,79,131,24
53993,64,103,13
54001,71,113,16
54011,64,111,24
54013,67,107,16
54037,65,103,16
54049,84,149,24
54059,113,189,48
54083,63,103,12
54091,69,117,16
54101,68,113,16
54121,44,67,4
54133,78,121,16
54139,63,113,12
54151,53,97,16
54163,71,121,16
54167,91,151,32
54181,37,59,8
54193,73,119,16
54217,50,81,16
54251,92,153,36
54269,105,181,40
54277,65,117,16
54287,140,225,60
54293,54,85,8
54311,100,163,32
54319,98,171,40
54323,89,143,24
54331,73,119,18
54347,75,135,24
54361,60,103,16
54367,60,107,12
54371,82,133,24
54377,90,159,32
54401,54,97,16
54403,90,163,32
54409,55,85,8
54413,66,111,12
54419,65,111,24
54421,53,79,7
54437,79,127,16
54443,62,105,24
54449,123,203,54
54469,63,107,16
54493,75,131,24
54497,68,111,16
54499,75,131,24
54503,72,119,24
54517,54,97,16
54521,86,149,24
54539,109,183,48
54541,36,57,8
54547,74,127,24
54559,113,193,48
54563,61,101,12
54577,67,109,16
54581,82,129,16
54583,63,107,12
54601,67,111,12
54617,61,101,12
54623,83,147,24
54629,66,111,24
54631,70,103,8
54647,145,247,64
54667,75,119,16
54673,67,105,24
54679,62,107,16
54709,53,95,9
54713,74,129,16
54721,65,101,16
54727,48,81,8
54751,81,137,24
54767,98,169,40
54773,89,155,24
54779,113,199,48
54787,49,83,8
54799,101,163,30
54829,62,107,12
54833,95,157,32
54851,69,123,24
54869,98,167,32
54877,78,129,24
54881,40,71,12
54907,94,159,24
54917,75,121,24
54919,62,105,16
54941,76,127,16
54949,76,129,24
54959,98,169,40
54973,67,107,14
54979,71,119,12
54983,86,145,32
55001,68,109,16
55009,55,93,8
55021,66,109,16
55049,80,135,24
55051,59,97,12
55057,50,81,12
55061,125,207,48
55073,75,125,16
55079,171,287,80
55103,133,227,56
55109,78,135,32
55117,74,127,20
55127,66,109,16
55147,69,109,12
55163,73,125,16
55171,64,111,12
55201,55,85,8
55207,70,125,16
55213,73,125,20
55217,52,91,12
55219,89,145,24
55229,89,147,32
55243,62,109,16
55249,97,155,32
55259,91,157,36
55291,67,111,12
55313,84,151,24
55331,101,177,36
55333,79,133,32
55337,80,131,16
55339,84,139,24
55343,69,113,20
55351,87,149,32
55373,71,123,16
55381,65,105,16
55399,78,137,24
55411,71,121,12
55439,234,397,120
55441,46,73,8
55457,87,153,32
55469,80,135,24
55487,106,181,42
55501,47,75,12
55511,86,147,32
55529,69,121,24
55541,53,89,12
55547,69,121,18
55579,87,145,24
55589,91,155,32
55603,57,99,16
55609,70,117,16
55619,117,195,48
55621,60,101,16
55631,107,171,40
55633,52,85,8
55639,95,163,32
55661,47,77,15
55663,88,149,30
55667,61,103,12
55673,69,123,16
55681,57,95,12
55691,156,257,72
55697,48,81,9
55711,60,99,12
55717,85,135,16
55721,70,113,16
55733,83,133,16
55763,59,105,18
55787,53,93,12
55793,62,111,16
55799,156,261,72
55807,87,147,20
55813,89,141,16
55817,73,125,24
55819,66,117,12
55823,75,139,24
55829,64,111,16
55837,43,75,12
55843,81,131,24
55849,65,99,12
55871,114,199,42
55889,115,199,48
55897,63,99,16
55901,78,135,32
55903,59,95,12
55921,59,95,12
55927,57,103,16
55931,83,141,24
55933,74,131,24
55949,79,133,24
55967,118,195,48
55987,47,81,8
55997,115,195,32
56003,84,141,24
56009,73,119,16
56039,80,145,32
56041,59,99,12
56053,61,109,24
56081,62,107,16
56087,119,197,48
56093,61,103,12
56099,153,253,72
56101,44,67,4
56113,60,101,24
56123,68,121,18
56131,69,121,28
56149,83,135,12
56167,87,153,32
56171,76,125,24
56179,80,123,18
56197,70,113,16
56207,74,123,20
56209,95,161,32
56237,98,171,32
56239,110,181,40
56249,97,171,36
56263,76,133,24
56267,75,125,24
56269,59,99,16
56299,70,123,18
56311,62,101,8
56333,82,133,16
56359,56,99,16
56369,64,115,16
56377,34,61,8
56383,83,145,24
56393,72,127,24
56401,41,67,8
56417,58,105,24
56431,48,87,10
56437,85,127,16
56443,87,145,18
56453,58,101,12
56467,54,89,12
56473,72,121,18
56477,53,89,12
56479,85,145,24
56489,84,145,32
56501,86,141,24
56503,76,123,16
56509,78,137,32
56519,114,201,48
56527,55,95,12
56531,74,123,24
56533,74,117,8
56543,118,205,48
56569,70,113,8
56591,112,189,40
56597,61,103,12
56599,85,149,24
56611,48,81,8
56629,59,107,16
56633,57,101,12
56659,63,113,16
56663,74,131,24
56671,114,191,48
56681,74,119,24
56687,60,109,20
56701,46,73,8
56711,100,159,32
56713,69,113,16
56731,59,93,12
56737,64,99,8
56747,58,105,12
56767,77,127,14
56773,44,75,12
56779,87,151,24
56783,129,223,60
56807,97,165,32
56809,86,143,32
56813,67,113,16
56821,65,103,16
56827,56,91,9
56843,61,103,18
56857,64,99,8
56873,75,127,20
56891,68,115,24
56893,66,103,12
56897,78,127,24
56909,84,143,32
56911,62,107,12
56921,72,127,18
56923,107,185,36
56929,47,79,8
56941,84,135,20
56951,104,185,48
56957,81,129,16
56963,83,135,24
56983,86,137,16
56989,80,135,16
56993,87,147,32
56999,146,247,64
57037,87,141,20
57041,61,95,12
57047,73,125,16
57059,99,163,36
57073,54,91,12
57077,87,149,32
57089,88,151,32
57097,65,107,8
57107,57,103,12
57119,193,329,96
57131,105,179,36
57139,65,105,12
57143,64,109,16
57149,100,179,36
57163,52,89,16
57173,64,107,16
57179,71,125,24
57191,71,121,16
57193,73,123,24
57203,89,155,36
57221,101,175,36
57223,80,141,24
57241,44,71,8
57251,76,125,24
57259,78,129,24
57269,98,161,32
57271,70,117,8
57283,80,133,24
57287,151,251,64
57301,53,91,16
57329,155,257,72
57331,53,87,12
57347,104,173,36
57349,86,139,24
57367,63,107,16
57373,76,133,32
57383,78,135,24
57389,62,107,16
57397,69,127,24
57413,62,103,16
57427,89,139,18
57457,47,81,18
57467,57,95,12
57487,63,93,10
57493,82,133,16
57503,81,149,24
57527,113,189,48
57529,58,101,16
57557,99,145,16
57559,75,129,16
57571,52,91,12
57587,66,117,12
57593,86,141,18
57601,55,87,16
57637,84,135,16
57641,71,119,16
57649,60,103,12
57653,80,119,12
57667,72,121,12
57679,118,209,40
57689,70,115,24
57697,66,103,8
57709,72,115,16
57713,65,117,16
57719,146,247,64
57727,94,157,32
57731,76,121,24
57737,59,97,8
57751,56,99,20
57773,54,91,10
57781,68,115,16
57787,60,91,13
57791,134,223,56
57793,64,107,16
57803,56,93,12
57809,96,155,32
57829,67,109,12
57839,92,157,40
57847,73,127,16
57853,65,121,32
57859,81,137,24
57881,70,121,16
57899,101,171,36
57901,67,115,20
57917,77,131,24
57923,73,123,18
57943,47,81,8
57947,81,141,24
57973,62,105,16
57977,76,119,12
57991,73,119,16
58013,90,157,24
58027,82,137,16
58031,138,231,60
58043,75,141,24
58049,118,197,48
58057,86,145,32
58061,56,95,12
58067,67,111,18
58073,57,97,12
58099,105,175,36
58109,94,157,32
58111,68,123,18
58129,48,85,8
58147,54,97,24
58151,59,99,16
58153,57,91,8
58169,83,147,32
58171,56,91,10
58189,86,149,24
58193,87,143,24
58199,119,201,48
58207,91,155,24
58211,158,263,72
58217,72,117,16
58229,89,153,24
58231,77,135,16
58237,77,131,32
58243,59,97,16
58271,85,149,24
58309,106,189,32
58313,44,77,11
58321,48,73,12
58337,82,135,24
58363,66,113,12
58367,107,181,44
58369,82,125,16
58379,114,197,48
58391,69,123,24
58393,76,129,16
58403,83,135,24
58411,49,81,12
58417,53,91,12
58427,78,137,24
58439,90,157,32
58441,73,121,24
58451,51,87,12
58453,73,119,16
58477,69,119,20
58481,89,155,30
58511,102,175,40
58537,56,89,16
58543,62,109,14
58549,62,109,12
58567,54,85,8
58573,71,117,24
58579,81,135,24
58601,47,87,18
58603,102,175,36
58613,69,115,8
58631,92,163,32
58657,70,107,12
58661,54,89,12
58679,117,203,48
58687,99,161,28
58693,86,149,32
58699,62,111,18
58711,59,99,16
58727,64,107,16
58733,81,133,24
58741,67,111,12
58757,72,119,16
58763,90,147,24
58771,62,109,16
58787,96,159,36
58789,54,87,9
58831,63,99,10
58889,87,151,32
58897,67,121,16
58901,72,125,24
58907,50,85,12
58909,85,133,16
58913,61,109,16
58921,47,69,8
58937,106,171,32
58943,82,135,28
58963,66,103,20
58967,172,289,80
58979,73,131,24
58991,75,135,20
58997,45,81,16
59009,84,145,32
59011,55,93,12
59021,61,111,20
59023,109,183,40
59029,64,107,12
59051,116,191,48
59053,56,95,16
59063,94,153,32
59069,94,167,32
59077,81,127,16
59083,67,117,24
59093,97,167,36
59107,71,121,16
59113,56,99,16
59119,84,147,20
59123,92,163,24
59141,53,95,12
59149,83,143,36
59159,143,239,64
59167,94,155,18
59183,109,185,40
59197,68,121,20
59207,67,113,16
59209,76,135,20
59219,149,257,72
59221,50,81,8
59233,48,89,16
59239,74,133,24
59243,59,105,12
59263,63,115,16
59273,93,155,24
59281,52,81,12
59333,103,167,32
59341,62,99,8
59351,75,127,16
59357,82,139,24
59359,120,207,48
59369,56,97,16
59377,75,115,8
59387,96,163,36
59393,74,129,16
59399,193,325,96
59407,89,153,24
59417,41,71,12
59419,63,107,12
59441,54,85,12
59443,87,149,24
59447,83,141,16
59453,88,149,20
59467,57,97,15
59471,133,229,60
59473,71,115,24
59497,74,129,24
59509,65,113,16
59513,90,149,32
59539,85,135,24
59557,53,85,8
59561,77,135,16
59567,110,185,40
59581,60,97,18
59611,66,113,14
59617,58,103,16
59621,63,109,16
59627,68,111,12
59629,81,129,16
59651,59,111,18
59659,80,139,24
59663,103,173,40
59669,147,245,64
59671,55,89,12
59693,73,125,20
59699,97,159,36
59707,83,143,24
59723,121,201,48
59729,94,157,32
59743,60,103,16
59747,86,143,24
59753,62,107,16
59771,99,167,24
59779,92,165,36
59791,78,129,20
59797,79,131,24
59809,51,83,8
59833,51,77,9
59863,69,117,16
59879,79,141,32
59887,79,137,20
59921,60,107,12
59929,57,93,16
59951,73,123,20
59957,71,113,12
59971,86,143,24
59981,85,147,16
59999,138,235,60
